species	WGS_kraken2_kraken2_standard_ONT_ZMB1	WGS_kraken2_kraken2_standard_NovaSeq_ZMB1	WGS_kraken2_kraken2_standard_MySeq_ZHMW4	WGS_kraken2_kraken2_standard_MySeq_ZHMW3	WGS_kraken2_kraken2_standard_MySeq_ZHMW2	WGS_kraken2_kraken2_standard_MySeq_ZHMW1	WGS_kraken2_kraken2_standard_MySeq_Q4	WGS_kraken2_kraken2_standard_MySeq_Q3	WGS_kraken2_kraken2_standard_MySeq_Q2	WGS_kraken2_kraken2_standard_MySeq_Q1	WGS_kraken2_kraken2_standard_MySeq_MN4	WGS_kraken2_kraken2_standard_MySeq_MN3	WGS_kraken2_kraken2_standard_MySeq_MN2	WGS_kraken2_kraken2_standard_MySeq_MN1	WGS_kraken2_kraken2_standard_MySeq_I4	WGS_kraken2_kraken2_standard_MySeq_I3	WGS_kraken2_kraken2_standard_MySeq_I2	WGS_kraken2_kraken2_standard_MySeq_I1
Nonomuraea_gerenzanensis	27	73	6	3	5	3	0	0	0	0	6	3	2	13	2	6	5	4
Nonomuraea_phyllanthi	79	423	4	7	1	3	0	0	0	0	4	5	1	17	5	4	13	6
Nonomuraea_sp._ATCC_55076	15	63	2	1	0	5	1	0	0	0	1	0	0	0	0	0	1	0
Nordella_sp._HKS_07	31	139	3	2	3	10	2	2	0	1	12	10	4	20	9	8	16	8
Nosocomiicoccus_ampullae	11	8	1	2	0	2	1	0	1	0	8	1	3	13	6	4	5	4
Nosocomiicoccus_massiliensis	1	18	3	0	3	1	0	2	2	2	4	0	5	10	4	2	12	3
Nostoc_commune	3	17	2	0	1	1	0	1	0	0	0	0	1	2	1	0	1	0
Nostoc_edaphicum	5	0	1	0	1	1	0	0	0	0	1	1	1	7	4	2	4	2
Nostoc_flagelliforme	2	15	0	0	0	0	0	0	0	0	1	0	0	1	1	0	1	2
Nostoc_piscinale	2	7	0	0	0	0	0	0	0	0	1	0	0	3	2	0	3	3
Nostoc_punctiforme	1	4	3	1	1	2	0	0	0	1	3	3	2	10	7	3	6	2
Nostoc_sp._C052	2	4	0	0	0	0	0	1	2	0	0	0	1	3	0	1	2	1
Nostoc_sp._CENA543	2	4	0	0	0	0	0	0	1	1	1	0	1	1	0	0	1	0
Nostoc_sp._'Lobaria_pulmonaria_(5183)_cyanobiont'	7	21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Nostoc_sp._NIES-3756	15	26	0	0	0	1	1	1	1	2	3	2	3	6	3	3	7	5
Nostoc_sp._PCC_7107	6	23	4	3	1	3	0	0	0	0	3	3	7	8	4	5	10	3
Nostoc_sp._PCC_7120_=_FACHB-418	1	8	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
Nostoc_sp._PCC_7524	5	2	0	0	3	0	0	0	0	0	1	0	1	3	1	2	1	2
Nostoc_sp._'Peltigera_membranacea_cyanobiont'_N6	12	0	1	1	3	3	0	0	0	0	1	1	2	7	0	0	3	4
Nostoc_sp._TCL26-01	2	3	0	1	0	1	1	0	1	0	0	0	0	0	0	1	2	0
Nostoc_sp._UHCC_0870	2	1	0	1	0	1	2	0	0	1	0	0	2	0	0	1	2	1
Nostoc_sphaeroides	3	5	0	0	0	3	1	3	3	2	0	1	0	1	0	0	2	0
Noumeavirus	0	0	0	4	0	0	2	1	4	4	0	3	1	0	4	0	4	0
Novacetimonas_hansenii	15	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0
Novibacillus_thermophilus	69	25	5	6	5	1	2	5	4	7	3	3	2	8	5	6	18	4
Noviherbaspirillum_sp._UKPF54	1	2	0	1	0	0	3	3	1	0	0	0	0	0	0	1	3	0
Novisyntrophococcus_fermenticellae	1810	3130	351	345	346	434	8	15	8	14	484	442	774	1191	494	537	1288	612
Novosphingobium_decolorationis	5	50	2	1	1	6	0	0	0	0	4	0	3	8	0	4	1	2
Novosphingobium_humi	4	15	0	0	1	0	0	0	1	0	1	1	0	1	0	0	0	0
Novosphingobium_kaempferiae	9	75	0	1	5	2	0	0	0	0	3	6	0	7	1	2	6	1
Novosphingobium_resinovorum	7	35	0	3	3	4	4	0	1	0	0	0	1	3	3	0	0	0
Novosphingobium_sp._ES2-1	0	53	2	1	1	1	0	0	0	0	1	1	0	3	0	0	0	0
Novosphingobium_sp._PP1Y	2	5	0	1	0	0	2	0	0	0	1	0	1	1	0	0	2	0
Novosphingobium_sp._THN1	2	7	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Occallatibacter_riparius	12	4	0	4	2	1	0	1	0	0	0	1	1	1	0	0	0	1
Occultella_kanbiaonis	5	37	1	0	0	1	0	1	0	0	0	5	1	1	0	0	2	0
Oceanicoccus_sagamiensis	18	103	3	10	5	5	1	0	1	1	2	5	2	8	2	1	5	6
Oceanicola_sp._D3	4	17	1	2	1	0	1	1	0	0	1	0	0	0	0	0	0	0
Oceanidesulfovibrio_marinus	4	3	0	6	4	2	1	0	4	0	2	0	1	2	0	0	2	0
Oceanihabitans_sp._IOP_32	11	10	1	2	0	1	2	3	2	2	1	0	1	1	0	1	4	0
Oceanirhabdus_sp._W0125-5	62	111	10	8	17	11	23	26	19	27	17	14	32	38	18	24	58	26
Oceanisphaera_sp._IT1-181	1	0	0	1	0	0	2	4	0	1	0	0	0	0	1	1	1	1
Oceanispirochaeta_crateris	34	32	1	0	2	0	0	2	2	4	3	2	8	4	0	1	3	4
Oceanithermus_profundus	7	45	0	0	0	1	0	0	0	0	0	0	0	1	0	1	0	0
Oceanobacillus_iheyensis	13	67	14	7	16	15	2	2	0	1	13	14	25	30	13	16	43	22
Oceanobacillus_jeddahense	38	96	10	13	7	16	3	2	2	1	12	7	19	32	23	20	35	15
Oceanobacillus_kimchii	91	108	8	15	13	13	3	12	2	3	7	15	30	30	18	20	48	26
Oceanobacillus_oncorhynchi	67	86	12	18	9	9	5	7	1	7	8	8	24	30	12	16	36	21
Oceanobacillus_zhaokaii	41	33	4	5	5	2	6	11	4	9	8	3	9	16	10	14	27	10
Oceanotoga_sp._DSM_15011	22	61	1	5	5	6	9	16	17	16	6	10	20	18	12	10	27	9
Octadecabacter_arcticus	13	6	1	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0
Octadecabacter_sp._SW4	2	1	0	0	0	0	2	1	1	2	0	0	0	1	0	0	0	0
Odoribacter_splanchnicus	44	53	3	6	1	12	13	40	19	22	1	2	10	9	5	4	11	11
Oenococcus_kitaharae	8	2	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0
Oenococcus_oeni	21	26	0	4	2	1	3	1	5	7	3	6	7	9	9	8	11	7
Oenococcus_sicerae	4	11	0	0	1	1	0	0	0	0	0	1	1	1	0	1	0	1
Oerskovia_sp._KBS0722	17	169	6	5	14	10	1	2	0	1	20	19	14	50	11	16	31	13
Oleidesulfovibrio_alaskensis	12	75	11	6	7	10	0	0	0	0	13	12	17	35	12	13	45	16
Oleiphilus_messinensis	6	9	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1
Oligella_ureolytica	6	5	1	3	4	3	9	4	4	5	3	0	11	7	4	6	8	1
Oligella_urethralis	0	7	1	1	1	2	3	13	2	9	0	0	0	1	1	0	3	1
Olivibacter_sp._LS-1	9	50	5	3	4	2	3	2	0	2	5	4	3	17	4	2	14	11
Olivibacter_sp._SDN3	19	43	1	2	0	0	0	0	1	0	0	1	1	4	2	0	2	0
Olleya_sp._Bg11-27	1	1	0	0	3	0	0	0	0	0	0	2	1	3	2	5	3	1
Olsenella_sp._oral_taxon_807	68	1158	14	29	28	36	3	2	0	2	42	24	39	100	26	38	77	29
Olsenella_timonensis	1188	9443	159	232	315	352	19	10	5	7	371	272	403	1384	301	335	884	378
Olsenella_uli	523	4636	94	132	165	195	14	8	2	6	199	172	218	705	149	221	485	201
Opitutus_sp._GAS368	7	92	2	0	1	0	0	0	0	0	0	0	2	1	0	0	3	2
Opitutus_terrae	9	33	4	1	3	2	0	0	0	0	3	2	5	9	3	4	8	6
Orientia_tsutsugamushi	6	3	0	0	0	0	0	0	1	0	0	1	2	2	0	0	2	1
Ornithinimicrobium_avium	10	31	11	8	2	7	0	0	0	0	7	6	9	26	8	6	22	11
Ornithinimicrobium_ciconiae	2	16	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1
Ornithinimicrobium_cryptoxanthini	19	110	10	9	7	7	9	4	2	5	2	6	8	3	4	0	6	3
Ornithinimicrobium_flavum	3	14	0	0	0	0	0	0	0	0	1	3	0	1	0	0	0	0
Ornithinimicrobium_pratense	6	67	0	0	0	2	0	0	0	0	0	1	0	4	1	0	4	2
Ornithinimicrobium_sp._HY006	11	10	6	0	0	0	0	0	0	0	0	1	0	2	0	0	0	1
Ornithinimicrobium_sp._HY1793	10	102	0	0	3	2	0	0	0	0	2	2	6	9	2	1	3	0
Ornithobacterium_rhinotracheale	26	15	2	1	0	1	2	3	3	2	1	0	2	4	0	1	4	2
Orpheovirus_IHUMI-LCC2	4	2	0	3	5	1	1	4	5	5	1	3	0	3	0	2	7	0
Orrella_daihaiensis	2	0	0	0	0	1	1	3	5	2	1	0	0	1	0	1	0	0
Orthobunyavirus_bushbushense	0	0	0	0	0	0	2	4	1	4	0	0	0	2	1	1	2	0
Oryzomicrobium_terrae	2	1	3	6	8	6	0	1	1	1	5	2	5	4	2	0	3	1
Oscillatoria_acuminata	3	7	2	4	3	4	0	0	0	0	6	1	6	8	4	2	9	5
Oscillatoria_nigro-viridis	12	4	0	1	3	0	0	0	0	1	0	0	1	1	1	1	2	0
Oscillibacter_hominis	305	395	78	142	151	141	102	28	12	39	63	75	144	177	64	48	151	70
Otariodibacter_oris	23	19	3	4	6	6	6	1	1	2	6	7	6	10	12	4	15	8
Ottowia_oryzae	9	0	0	1	0	0	0	0	2	0	1	0	1	0	0	1	1	0
Ottowia_sp._oral_taxon_894	0	0	0	0	1	1	0	0	3	4	1	0	0	0	1	0	2	0
Owenweeksia_hongkongensis	7	4	2	1	1	0	1	0	1	0	0	1	0	1	0	0	2	0
Oxalobacter_aliiformigenes	11	13	2	2	4	3	4	2	1	2	2	2	2	4	1	0	4	3
Oxalobacter_formigenes	2	3	0	1	1	0	4	2	2	3	0	0	2	2	0	0	3	1
Oxalobacter_vibrioformis	6	14	1	0	1	1	0	2	0	3	0	1	3	0	0	0	0	0
Oxynema_aestuarii	23	28	7	3	4	4	0	0	0	0	3	0	0	3	1	4	6	3
Pacificitalea_manganoxidans	3	9	0	2	6	4	6	9	12	7	1	6	7	5	6	5	10	1
Paenacidovorax_monticola	9	11	2	6	6	9	7	1	1	6	2	6	6	6	3	3	6	1
Paenalcaligenes_faecalis	1	0	0	1	0	0	2	2	2	1	0	0	0	0	0	0	1	1
Paenalcaligenes_hominis	2	1	0	2	0	1	1	1	1	2	0	0	1	1	0	0	0	0
Paenalkalicoccus_suaedae	24	43	1	5	2	0	4	0	1	1	5	1	9	6	11	3	11	6
Paenarthrobacter_sp._GOM3	5	4	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
Paenarthrobacter_sp._JL.01a	4	20	2	6	6	3	0	2	0	2	2	3	8	4	1	1	6	1
Paenibacillus_agaridevorans	8	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
Paenibacillus_albicereus	6	16	0	0	0	1	0	0	0	0	0	1	0	1	1	0	1	1
Paenibacillus_albus	101	105	5	13	8	9	0	1	0	0	4	7	13	8	3	2	7	4
Paenibacillus_algicola	33	74	11	3	4	4	0	0	0	0	8	11	16	21	17	15	44	16
Paenibacillus_alvei	81	81	1	0	4	1	0	1	0	0	7	5	6	13	8	6	21	5
Paenibacillus_amylolyticus	56	32	2	4	3	2	0	0	2	0	4	1	8	11	6	7	6	2
Paenibacillus_andongensis	63	37	8	22	23	10	4	5	2	4	15	13	18	22	8	4	24	10
Paenibacillus_antarcticus	154	134	19	25	32	25	1	5	0	0	32	28	33	47	31	32	66	34
Paenibacillus_aurantius	23	36	7	11	4	7	0	0	0	0	4	8	7	16	2	0	16	7
Paenibacillus_azoreducens	178	253	12	25	15	28	0	0	0	0	26	11	32	47	19	21	51	28
Paenibacillus_baekrokdamisoli	19	34	11	9	10	12	0	0	0	0	7	6	12	15	6	2	14	4
Paenibacillus_barcinonensis	52	58	9	4	4	5	1	8	1	0	11	11	22	27	16	10	32	10
Paenibacillus_beijingensis	69	37	5	5	6	5	1	0	0	0	8	5	8	21	6	3	15	8
Paenibacillus_borealis	28	35	3	8	14	17	0	0	0	0	7	6	6	13	6	9	13	4
Paenibacillus_bovis	55	102	16	16	16	16	1	0	0	0	18	13	27	27	20	17	41	21
Paenibacillus_brasilensis	48	107	2	1	6	6	1	2	1	2	1	2	5	10	4	2	7	6
Paenibacillus_cellulosilyticus	11	21	4	2	6	4	5	3	1	6	1	3	2	7	1	1	6	2
Paenibacillus_cellulositrophicus	83	32	1	2	1	3	0	0	0	0	9	6	7	13	2	9	15	8
Paenibacillus_chitinolyticus	19	13	0	2	8	3	2	1	0	1	1	4	4	9	5	2	9	3
Paenibacillus_crassostreae	116	45	12	10	20	9	0	1	0	0	13	12	19	37	12	8	26	14
Paenibacillus_dendritiformis	33	17	1	0	0	1	1	1	1	1	0	2	3	4	0	0	1	2
Paenibacillus_donghaensis	25	40	9	7	5	4	1	2	1	1	3	4	10	13	5	6	9	6
Paenibacillus_durus	26	14	1	5	5	5	0	0	0	1	2	2	5	6	0	4	7	2
Paenibacillus_elgii	21	40	3	5	9	13	0	0	0	0	3	4	7	6	4	1	15	8
Paenibacillus_glucanolyticus	9	5	0	0	0	0	0	1	0	0	0	1	1	1	1	0	0	0
Paenibacillus_graminis	57	13	2	4	2	4	4	2	0	0	5	6	9	9	3	6	6	2
Paenibacillus_guangzhouensis	26	16	3	6	11	7	0	0	0	0	3	7	6	14	5	4	11	0
Paenibacillus_hunanensis	72	69	7	8	18	11	2	0	1	0	11	11	23	33	10	10	24	11
Paenibacillus_ihbetae	31	81	2	4	5	8	0	0	0	0	8	4	5	8	1	3	14	1
Paenibacillus_jilunlii	32	36	7	16	12	7	0	1	0	0	3	7	9	9	4	3	8	4
Paenibacillus_konkukensis	29	37	0	1	2	3	1	0	0	1	0	1	4	3	2	3	4	4
Paenibacillus_kribbensis	29	67	9	9	5	9	1	7	1	2	3	3	11	9	7	8	15	6
Paenibacillus_kyungheensis	59	30	3	2	2	5	0	1	1	1	0	5	8	9	2	4	7	4
Paenibacillus_larvae	38	110	6	7	5	9	0	0	0	1	9	7	27	26	9	13	32	13
Paenibacillus_lautus	16	10	0	3	3	4	2	2	1	3	5	2	11	10	2	3	6	6
Paenibacillus_lentus	26	35	5	7	9	9	0	0	1	0	5	5	10	25	8	7	22	7
Paenibacillus_lutimineralis	35	43	9	14	13	13	4	4	0	1	4	7	9	12	4	7	25	6
Paenibacillus_lycopersici	18	90	1	3	4	6	1	1	0	0	4	3	5	13	2	0	7	0
Paenibacillus_macerans	10	3	2	2	0	2	0	0	0	0	0	1	1	3	1	1	3	0
Paenibacillus_marchantiae	73	43	6	10	5	10	0	0	0	1	11	5	9	18	7	12	14	10
Paenibacillus_mucilaginosus	45	41	2	0	1	5	0	0	0	0	5	3	9	10	1	4	5	7
Paenibacillus_naphthalenovorans	16	12	1	1	2	0	4	3	2	3	0	4	3	4	0	1	12	2
Paenibacillus_nuruki	7	2	1	0	5	1	0	0	0	0	2	2	0	2	0	3	3	2
Paenibacillus_odorifer	26	20	1	4	3	5	1	0	1	0	5	3	3	4	2	2	7	4
Paenibacillus_pabuli	29	34	3	2	1	2	0	0	0	0	2	3	5	8	1	4	10	5
Paenibacillus_peoriae	5	6	1	0	0	1	0	0	0	0	1	0	2	2	0	0	1	0
Paenibacillus_physcomitrellae	31	15	5	5	8	15	0	0	1	0	3	6	5	8	2	4	6	4
Paenibacillus_polygoni	49	80	11	14	9	18	0	0	0	2	7	8	20	29	5	13	30	18
Paenibacillus_polymyxa	211	251	14	13	17	26	2	6	3	1	33	24	43	75	27	35	77	24
Paenibacillus_protaetiae	21	11	4	4	5	5	0	1	0	0	2	5	9	11	3	2	14	7
Paenibacillus_psychroresistens	102	63	3	5	3	3	1	2	0	1	6	10	8	12	7	5	14	6
Paenibacillus_rhizovicinus	49	161	12	23	10	8	1	0	0	0	7	9	21	35	7	11	42	17
Paenibacillus_riograndensis	40	44	2	8	7	5	0	0	0	1	6	6	12	16	8	9	15	7
Paenibacillus_sabinae	76	52	8	11	10	9	4	1	2	5	3	9	14	13	4	6	20	6
Paenibacillus_sonchi	6	17	3	1	4	2	0	0	0	0	4	3	7	11	4	2	14	12
Paenibacillus_sophorae	18	14	2	0	4	4	1	2	2	1	0	1	5	4	2	3	4	4
Paenibacillus_sp._19GGS1-52	58	68	16	25	12	19	7	4	5	4	19	7	11	23	13	19	24	20
Paenibacillus_sp._32O-W	10	32	1	6	4	8	7	0	4	6	1	2	3	13	6	3	7	3
Paenibacillus_sp._481	36	134	27	28	19	33	0	1	1	0	21	20	39	43	19	34	88	31
Paenibacillus_sp._B01	27	42	2	3	7	4	2	0	0	1	3	2	2	8	5	0	10	3
Paenibacillus_sp._BIC5C1	19	48	12	6	11	13	0	0	0	0	28	14	31	35	20	18	48	29
Paenibacillus_sp._BIHB_4019	30	52	9	7	10	14	0	0	1	1	1	9	7	8	6	2	9	5
Paenibacillus_sp._BR1-192	56	28	4	3	5	3	0	0	0	0	0	4	0	2	2	1	1	0
Paenibacillus_sp._CAA11	25	44	1	1	4	6	2	0	0	0	4	7	5	12	4	3	7	4
Paenibacillus_sp._CC-CFT742	8	13	0	0	1	0	0	0	0	0	0	0	0	0	1	0	1	0
Paenibacillus_sp._D2_2	44	80	9	17	8	12	0	0	2	0	8	4	16	24	11	11	17	8
Paenibacillus_sp._DCT19	79	149	11	14	5	21	0	0	0	2	13	14	24	27	21	12	42	26
Paenibacillus_sp._E222	8	6	2	2	2	4	0	0	0	0	8	1	7	10	3	3	10	2
Paenibacillus_sp._FSL_H7-0357	58	10	8	7	3	17	0	0	1	2	12	8	20	12	14	5	18	12
Paenibacillus_sp._FSL_H7-0737	70	118	16	14	10	16	0	0	0	1	20	21	21	32	18	10	37	23
Paenibacillus_sp._FSL_P4-0081	22	55	14	15	8	18	0	1	0	1	3	15	24	25	16	14	35	13
Paenibacillus_sp._FSL_R5-0345	55	122	11	11	8	13	1	1	0	1	12	17	21	32	22	14	40	27
Paenibacillus_sp._FSL_R5-0912	33	21	5	7	1	9	0	1	0	0	3	5	8	9	1	4	3	5
Paenibacillus_sp._FSL_R7-0273	31	82	8	8	7	10	0	0	2	0	7	2	20	22	9	4	20	9
Paenibacillus_sp._FSL_R7-0331	141	110	4	6	6	11	0	0	0	0	10	8	8	24	9	3	20	7
Paenibacillus_sp._G2S3	5	8	5	2	9	8	0	0	0	1	5	5	8	9	3	4	18	5
Paenibacillus_sp._H1-7	30	16	4	6	5	2	1	0	2	0	5	8	12	27	16	6	12	4
Paenibacillus_sp._HWE-109	26	8	3	8	15	18	4	4	4	2	8	3	9	11	7	6	9	8
Paenibacillus_sp._IHB_B_3084	6	4	0	0	0	1	0	0	0	0	1	0	0	2	0	0	0	0
Paenibacillus_sp._IHBB_10380	48	48	7	6	8	6	3	7	1	9	6	5	10	15	7	10	25	10
Paenibacillus_sp._JDR-2	62	19	17	20	20	18	2	1	0	0	12	5	18	24	4	3	28	19
Paenibacillus_sp._JNUCC-31	51	143	20	19	22	16	0	0	1	1	23	24	30	43	23	25	79	42
Paenibacillus_sp._JZ16	28	22	0	2	0	1	0	0	0	0	2	2	1	12	2	2	11	5
Paenibacillus_sp._KACC_21273	3	6	1	1	0	0	0	0	0	1	2	2	1	2	0	1	0	0
Paenibacillus_sp._MBLB1832	10	6	1	0	0	2	0	0	0	0	1	3	2	4	2	4	9	1
Paenibacillus_sp._MMS20-IR301	41	21	2	1	3	1	0	1	2	1	0	2	2	0	3	3	3	0
Paenibacillus_sp._N3/727	12	16	0	0	0	0	0	1	0	0	0	1	0	1	1	0	2	0
Paenibacillus_sp._PAMC21692	8	11	2	3	5	4	0	0	0	0	2	1	2	5	2	0	4	5
Paenibacillus_sp._PK1-4R	5	26	4	3	2	5	0	0	0	0	3	0	3	6	3	5	12	1
Paenibacillus_sp._PK3_47	20	50	11	4	16	12	1	1	0	0	9	11	16	29	6	4	19	7
Paenibacillus_sp._PSB04	4	14	0	0	1	0	1	1	0	0	2	2	2	4	0	0	2	0
Paenibacillus_sp._R14(2021)	13	40	4	6	6	5	1	0	1	0	3	4	3	9	5	0	3	7
Paenibacillus_sp._RC67	53	59	7	8	7	8	1	3	3	1	16	8	15	26	8	12	24	14
Paenibacillus_sp._RUD330	42	190	8	11	16	15	1	1	0	3	12	10	12	33	7	12	30	10
Paenibacillus_sp._S02	2	41	0	0	1	1	0	0	0	0	0	0	0	1	1	0	0	0
Paenibacillus_sp._sptzw28	51	47	2	3	0	3	0	0	1	0	2	1	5	9	0	3	3	3
Paenibacillus_sp._SYP-B4298	27	39	9	14	15	18	0	1	1	2	12	16	24	43	3	7	25	15
Paenibacillus_sp._URB8-2	40	83	12	12	14	15	0	0	0	0	17	15	19	30	21	20	36	23
Paenibacillus_sp._Y412MC10	4	18	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
Paenibacillus_sp._YPD9-1	95	54	1	5	7	4	0	1	0	0	3	8	3	13	7	4	11	6
Paenibacillus_sp._YPG26	31	22	0	2	4	1	1	1	0	1	0	0	3	3	0	0	0	1
Paenibacillus_spongiae	56	28	7	7	7	11	4	2	3	3	4	4	6	11	3	4	19	10
Paenibacillus_stellifer	18	38	6	15	8	10	11	0	1	1	7	7	6	11	3	1	10	8
Paenibacillus_swuensis	16	24	3	3	8	3	1	3	0	0	5	4	3	14	1	2	6	3
Paenibacillus_terrae	5	17	1	0	1	0	0	0	0	0	2	1	3	2	1	2	0	0
Paenibacillus_thiaminolyticus	12	42	2	8	8	6	0	2	0	0	2	3	10	9	1	3	6	3
Paenibacillus_tianjinensis	20	16	2	4	1	1	1	0	0	0	6	4	1	9	5	8	7	3
Paenibacillus_tritici	74	44	3	4	4	3	0	1	0	0	5	5	16	15	6	6	19	6
Paenibacillus_typhae	20	17	8	3	2	3	0	0	0	0	13	3	10	19	9	7	17	11
Paenibacillus_uliginis	4	6	11	9	9	16	0	0	0	0	6	6	13	14	10	8	24	17
Paenibacillus_urinalis	113	80	3	2	5	5	0	2	0	1	3	3	9	11	7	12	22	6
Paenibacillus_woosongensis	22	26	2	2	0	0	0	0	0	0	0	1	1	1	0	1	1	0
Paenibacillus_xylanexedens	11	4	0	0	0	0	0	1	0	0	0	0	0	3	0	0	0	0
Paenibacillus_xylanilyticus	1	3	0	0	1	1	0	0	0	1	2	0	0	2	1	0	0	0
Paenibacillus_yonginensis	14	40	8	8	11	13	0	0	0	0	5	4	10	21	6	11	23	11
Paeniclostridium_sordellii	2176	9138	25	61	66	48	34	120	38	60	187	180	336	427	200	210	435	220
Paeniglutamicibacter_sp._Y32M11	2	9	1	0	1	3	1	2	0	0	3	3	3	7	1	5	4	2
Paeniglutamicibacter_sp._ZC-3	2	85	0	2	3	1	1	0	0	0	3	0	1	4	0	0	1	0
Paenimyroides_cloacae	5	2	1	0	2	0	0	0	0	0	1	0	3	3	1	0	1	0
Paenisporosarcina_antarctica	12	18	1	6	2	17	0	1	3	0	7	12	9	20	8	11	19	9
Paenisporosarcina_cavernae	19	5	1	1	0	0	1	2	2	1	1	1	3	4	1	5	5	3
Pajaroellobacter_abortibovis	0	2	0	0	0	0	0	0	0	0	1	0	0	2	2	1	4	0
Palleronia_sp._LCG004	1	2	0	1	1	1	1	1	0	1	0	2	2	2	0	0	0	1
Paludibacter_propionicigenes	18	16	3	5	1	4	6	10	3	10	4	2	5	11	8	4	14	10
Paludibacterium_paludis	4	6	1	1	0	0	0	0	0	0	0	1	0	1	4	0	4	1
Paludibacterium_sp._B53371	29	90	0	0	1	2	0	0	0	0	1	1	0	0	0	1	2	0
Paludibacterium_yongneupense	5	7	3	2	6	6	2	0	1	1	0	0	3	1	1	2	3	2
Paludibaculum_fermentans	8	2	3	1	1	0	0	0	0	0	0	2	0	1	0	0	0	1
Paludicola_sp._MB14-C6	332	519	35	52	42	52	4	8	3	9	64	55	95	141	75	57	177	83
Paludisphaera_borealis	9	27	2	5	3	5	4	0	0	0	1	2	0	1	1	0	1	0
Panacibacter_ginsenosidivorans	6	15	1	1	1	1	1	6	3	0	0	0	0	1	0	0	2	0
Pandoraea_apista	17	69	0	0	0	0	1	0	1	1	0	0	0	1	0	0	0	0
Pandoraea_commovens	0	14	1	0	0	1	1	1	0	0	0	0	2	0	0	0	2	0
Pandoraea_fibrosis	5	2	0	0	0	0	0	2	0	0	0	0	1	0	0	0	1	0
Pandoraea_norimbergensis	2	5	0	0	1	0	1	1	0	0	0	0	0	0	0	0	3	0
Pandoraea_oxalativorans	6	6	0	0	2	1	0	0	0	0	1	0	0	2	0	1	3	2
Pandoraea_pnomenusa	4	26	0	0	0	3	0	0	0	0	0	1	2	9	0	3	4	2
Pandoraea_pulmonicola	1	4	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0
Pandoraea_thiooxydans	0	11	3	4	7	4	6	1	2	2	3	4	3	4	3	2	6	0
Pandoravirus_dulcis	1	0	0	0	0	0	0	0	0	0	0	1	1	0	4	2	3	0
Pannonibacter_phragmitetus	5	2	0	3	0	1	0	0	0	0	1	3	1	0	1	0	2	0
Pantoea_agglomerans	59	42	8	3	4	2	2	2	1	0	3	6	7	9	3	3	15	4
Pantoea_alfalfae	6	3	1	1	0	0	1	0	0	2	0	0	1	0	0	0	1	0
Pantoea_alhagi	15	0	4	4	5	6	0	1	0	1	3	2	4	5	2	1	6	0
Pantoea_ananatis	7	14	637	19	84	30	1	26	4	5	2	1	3	6	2	6	9	9
Pantoea_anthophila	6	4	0	0	0	1	0	1	0	2	0	0	0	0	1	0	0	0
Pantoea_cypripedii	5	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
Pantoea_deleyi	5	7	3	11	8	6	0	1	0	0	3	0	4	6	3	3	3	6
Pantoea_dispersa	10	13	1	1	6	5	0	0	0	0	4	3	8	7	2	2	6	5
Pantoea_rwandensis	2	0	0	1	0	0	3	2	0	0	0	0	1	0	1	0	0	0
Pantoea_soli	2	47	2	5	4	9	0	3	5	0	8	1	9	23	5	4	13	5
Pantoea_sp._At-9b	2	5	0	2	4	0	0	0	0	0	0	0	1	2	0	0	0	0
Pantoea_sp._CCBC3-3-1	11	2	0	0	0	1	0	0	0	0	0	0	1	0	0	0	1	0
Pantoea_stewartii	2	1	1	1	0	0	0	1	2	1	0	0	0	1	0	0	1	0
Pantoea_vagans	17	10	0	1	0	2	0	0	0	1	2	1	0	4	0	2	0	1
Parabacteroides_chongii	57	52	2	6	1	4	22	25	17	37	1	3	7	7	5	8	28	8
Parabacteroides_distasonis	243	296	15	31	32	38	152	195	106	120	7	12	38	19	9	13	54	26
Parabacteroides_faecis	46	100	5	8	9	12	16	22	18	22	10	14	14	27	8	4	24	12
Parabacteroides_goldsteinii	75	48	12	11	21	20	43	53	37	57	9	8	23	41	17	13	39	19
Parabacteroides_johnsonii	117	69	3	1	9	11	33	25	30	37	4	2	2	3	4	5	14	4
Parabacteroides_merdae	86	85	16	52	34	80	151	259	161	156	16	25	42	34	22	24	99	30
Parabacteroides_sp._CT06	0	0	0	0	0	1	0	0	0	0	0	1	1	8	1	0	4	2
Paraburkholderia_acidiphila	4	6	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
Paraburkholderia_acidisoli	2	8	1	1	1	0	4	0	2	1	3	1	2	5	1	4	4	2
Paraburkholderia_aromaticivorans	4	8	2	1	1	0	1	0	1	2	0	1	0	0	0	0	0	0
